hospital_name,last_updated_on,hospital_address,description,payer_name,plan_name,estimated_amount,standard_charge|min,standard_charge|max
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures With Cc,Medicaid Maryland,Maryland Medical Assistance,23637.51,13776.5,93490.18
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures With Cc,Priority Partners,Priority Partners Mco New 9/2022,53078.43,13776.5,93490.18
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures With Cc,United Healthcare,United Healthcare Choice/Choice Plus/Sl,13776.5,13776.5,93490.18
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures With Cc,United Healthcare,United Healthcare Choice/Choice Plus/At,93490.18,13776.5,93490.18
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures Without Cc/Mcc,Aetna,Aetna Open Choice Ppo/Other,56699.18,18482.91,82144.23
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures Without Cc/Mcc,Blue Cr/Sh Fep,Blue Cr/Sh Fep Basic Ppo,18482.91,18482.91,82144.23
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures Without Cc/Mcc,Blue Cr/Sh Fep,Blue Cr/Sh Fep Focus Ppo,30650.59,18482.91,82144.23
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures Without Cc/Mcc,Blue Cr/Sh Nasco,Blue Cr/Sh National Acct,82144.23,18482.91,82144.23
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures Without Cc/Mcc,Blue Cr/Sh Out-Of-State,Bcbs Out-Of-State Ppo Other,69113.06,18482.91,82144.23
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures Without Cc/Mcc,Carefirst Blue Choice,Blue Cr/Sh Natl Accts Bluechoice,38102.61,18482.91,82144.23
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures Without Cc/Mcc,Carefirst Blue Choice,Carefirst Blue Choice Advantage,81186.58,18482.91,82144.23
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures Without Cc/Mcc,Carefirst Blue Choice,Carefirst Blue Choice Open Access,45501.43,18482.91,82144.23
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures Without Cc/Mcc,Ehp,Ehp Employee Health Plan New 12/2022,61568.66,18482.91,82144.23
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures Without Cc/Mcc,Geisinger Medicare Advantage,Geisinger Gold Medicare Advantage Ppo,23738.47,18482.91,82144.23
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures Without Cc/Mcc,Intl Embassy,Intl Saudi Health Office,68101.43,18482.91,82144.23
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures Without Cc/Mcc,Intl Embassy,Intl Qatar Medical,69417.21,18482.91,82144.23
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures Without Cc/Mcc,Priority Partners,Priority Partners Mco New 9/2022,28893.1,18482.91,82144.23
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures Without Cc/Mcc,United Healthcare,United Healthcare Choice/Choice Plus/At,60231.92,18482.91,82144.23
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Major Head And Neck Procedures Without Cc/Mcc,United Healthcare Med Adv,Aarp Medicare Complete Ppo,37200.59,18482.91,82144.23
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Mcc",Aetna Med Adv,Aetna Medicare Hmo,72119.97,12921.96,116362.12
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Mcc",Blue Cr/Sh Out-Of-State,Bcbs Out-Of-State Ppo Other,49558.35,12921.96,116362.12
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Mcc",Cigna,Cigna Regional Network/Oap/Pos/Localplus,17944.64,12921.96,116362.12
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Mcc",Cigna,Cigna Shared Administration,116362.12,12921.96,116362.12
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Mcc",Medicaid Maryland,Maryland Medical Assistance,12921.96,12921.96,116362.12
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Mcc",Medicaid Maryland,Medicaid (X02) Emergency Medical Only,27846.15,12921.96,116362.12
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Mcc",Priority Partners,Priority Partners Mco New 9/2022,31532.97,12921.96,116362.12
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Mcc",United Healthcare,United Healthcare Choice/Choice Plus/Sl,49158.73,12921.96,116362.12
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Mcc",United Healthcare,United Healthcare Choice/Choice Plus/At,54287.05,12921.96,116362.12
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Mcc",United Healthcare,United Medical Resource (Umr),54871.06,12921.96,116362.12
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Mcc",United Healthcare Mco,Uhc Community Plan Mco Md,32416.74,12921.96,116362.12
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",Aetna,Aetna Choice Pos I And Ii,30883.39,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",Aetna,Aetna Open Choice Ppo/Other,52965.31,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",Aetna,Aetna Managed Choice Open Access,33049.7,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",Aetna Med Adv,Aetna Medicare Ppo,66424.34,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",Aetna Med Adv,Aetna Medicare Hmo,34810.59,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",Blue Cr/Sh Fep,Blue Cr/Sh Fep Basic Ppo,37066.38,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",Blue Cr/Sh Nasco,Blue Cr/Sh National Acct,14288.05,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",Blue Cr/Sh Out-Of-State,Bcbs Out-Of-State Ppo Other,19288.36,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",Carefirst Admin,Carefirst Administrators Jhu Only,40072.12,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",Carefirst Blue Choice,Blue Cr/Sh Natl Accts Bluechoice,40660.91,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",Carefirst Blue Choice,Carefirst Blue Choice Open Access,47672.38,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",Cigna,Cigna Regional Network/Oap/Pos/Localplus,24490.02,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",Medicaid Maryland,Maryland Medical Assistance,26129.63,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",Medicaid Maryland,Medicaid (X02) Emergency Medical Only,8166.25,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",Priority Partners,Priority Partners Mco New 9/2022,21761.31,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",United Healthcare,United Healthcare Choice/Choice Plus/Sl,16998.01,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",United Healthcare,United Healthcare Choice/Choice Plus/At,12105.33,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",United Healthcare,United Medical Resource (Umr),33273.61,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",United Healthcare,The Empire Plan-United Healthcare,33801.94,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",United Healthcare Med Adv,Aarp Medicare Complete Ppo,9264.86,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures With Cc",United Healthcare Med Adv,United Healthcare Grp Ind Med Adv Ppo,58324.98,8166.25,66424.34
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Aetna,Aetna Choice Pos I And Ii,12637.61,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Aetna,Aetna Open Choice Ppo/Other,14813.99,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Aetna,Aetna Select Open Access,41787.65,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Aetna,Luminare Health Benefit-Aetna Signature Adm,12849.63,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Aetna Med Adv,Aetna Medicare Ppo,5016.08,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Blue Cr/Sh Fep,Blue Cr/Sh Fep Basic Ppo,17597.98,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Blue Cr/Sh Med Adv,Blue Cr/Sh Med Adv Oos,26035.64,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Blue Cr/Sh Nasco,Blue Cr/Sh National Acct,34119.2,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Blue Cr/Sh Out-Of-State,Bcbs Out-Of-State Ppo Other,33622.77,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Carefirst Admin,Carefirst Administrators Jhu Only,8507.28,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Carefirst Blue Choice,Blue Cr/Sh Natl Accts Bluechoice,15063.34,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Carefirst Blue Choice,Carefirst Blue Choice Advantage,18475.41,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Carefirst Blue Choice,Carefirst Blue Choice Open Access,32785.83,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Carefirst Preferred,Carefirst Blue Cr/Sh,25089.34,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Cigna,Cigna Regional Network/Oap/Pos/Localplus,29701.11,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Cigna,Gwh-Cigna,32553.68,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Ehp,Ehp Employee Health Plan New 12/2022,10625.25,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Medicaid Maryland,Maryland Medical Assistance,9689.08,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",Priority Partners,Priority Partners Mco New 9/2022,17836.32,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",United Healthcare,United Healthcare Choice/Choice Plus/Sl,19113.46,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",United Healthcare,United Healthcare Choice/Choice Plus/At,28336.64,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",United Healthcare,Geha-United Shared Services,11129.26,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",United Healthcare,United Medical Resource (Umr),33117.83,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Other Ear, Nose, Mouth And Throat O.R. Procedures Without Cc/Mcc",United Healthcare Mco,Uhc Community Plan Mco Md,8441.95,5016.08,41787.65
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Ear, Nose, Mouth And Throat Malignancy With Mcc",Aetna,Aetna Meritain Health,64342.54,17611.76,106533.32
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Ear, Nose, Mouth And Throat Malignancy With Mcc",Carefirst Admin,Carefirst Administrators,17611.76,17611.76,106533.32
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Ear, Nose, Mouth And Throat Malignancy With Mcc",Carefirst Blue Choice,Blue Cr/Sh Natl Accts Bluechoice,20131.07,17611.76,106533.32
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Ear, Nose, Mouth And Throat Malignancy With Mcc",Carefirst Blue Choice,Carefirst Blue Choice Open Access,51899.62,17611.76,106533.32
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Ear, Nose, Mouth And Throat Malignancy With Mcc",Medicaid Maryland,Medicaid (X02) Emergency Medical Only,106533.32,17611.76,106533.32
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Ear, Nose, Mouth And Throat Malignancy With Mcc",Priority Partners,Priority Partners Mco New 9/2022,35604.48,17611.76,106533.32
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Ear, Nose, Mouth And Throat Malignancy With Mcc",United Healthcare Med Adv,United Community Medicare Dual Snp,37129.97,17611.76,106533.32
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Ear, Nose, Mouth And Throat Malignancy With Cc",Cigna,Cigna Regional Network/Oap/Pos/Localplus,16871.98,15102.24,43583.62
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Ear, Nose, Mouth And Throat Malignancy With Cc",Intl Self Pay,Intl Self Pay,43583.62,15102.24,43583.62
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Ear, Nose, Mouth And Throat Malignancy With Cc",Priority Partners,Priority Partners Mco New 9/2022,15102.24,15102.24,43583.62
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287","Ear, Nose, Mouth And Throat Malignancy Without Cc/Mcc",Medicaid Maryland,Maryland Medical Assistance,29138.51,29138.51,29138.51
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Dysequilibrium,Aetna Med Adv,Aetna Medicare Ppo,12942.8,1098.83,29532.98
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Dysequilibrium,Aetna Med Adv,Aetna Medicare Hmo,29532.98,1098.83,29532.98
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Dysequilibrium,Blue Cr/Sh Nasco,Blue Cr/Sh National Acct,11931.86,1098.83,29532.98
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Dysequilibrium,Blue Cr/Sh Out-Of-State,Bcbs Out-Of-State Ppo Other,25308.72,1098.83,29532.98
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Dysequilibrium,Cigna,Cigna Regional Network/Oap/Pos/Localplus,11104.93,1098.83,29532.98
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Dysequilibrium,Ehp,Ehp Employee Health Plan New 12/2022,13935.18,1098.83,29532.98
The Johns Hopkins Hospital,7/1/2025,"600 North  Wolfe Street, Baltimore, MD 21287",Dysequilibrium,Medicaid Maryland,Maryland Medical Assistance,8656.03,1098.83,29532.98
